VendorID,lpep_pickup_datetime,PULocationID,lpep_dropoff_datetime,DOLocationID,passenger_count,velocity
2,2024-01-04 08:16:40,4,2024-01-04 08:30:25,12,1.0,15.449664000000002
1,2024-01-04 08:16:29,11,2024-01-04 08:19:08,13,1.0,25.506520754716977
2,2024-01-04 08:09:54,4,2024-01-04 08:17:17,5,1.0,10.854871151241534
2,2024-01-04 08:38:25,4,2024-01-04 08:51:48,13,1.0,19.119680697384805
2,2024-01-04 08:38:58,4,2024-01-04 08:52:04,5,1.0,10.098301374045803
2,2024-01-04 08:15:23,4,2024-01-04 08:33:09,12,1.0,10.435045103189493
1,2024-01-04 08:46:24,4,2024-01-04 08:57:10,9,1.0,22.421145510835913
2,2024-01-04 08:31:18,4,2024-01-04 08:37:14,1,1.0,14.48406
2,2024-01-04 08:49:50,4,2024-01-04 08:56:14,1,1.0,12.522676874999998
1,2024-01-04 08:30:55,4,2024-01-04 08:39:20,5,1.0,16.061531881188117
2,2024-01-04 08:13:21,11,2024-01-04 08:19:51,9,1.0,13.221347076923076
2,2024-01-04 07:27:27,5,2024-01-04 07:32:43,4,2.0,13.017319746835444
2,2024-01-04 08:10:23,4,2024-01-04 08:19:16,5,1.0,15.000377335834896
2,2024-01-04 08:37:59,4,2024-01-04 08:42:39,5,1.0,19.036193142857144
2,2024-01-04 08:48:40,4,2024-01-04 08:59:22,12,1.0,15.612102056074765
2,2024-01-04 08:38:18,4,2024-01-04 08:46:15,10,1.0,15.789750943396225
2,2024-01-04 08:56:29,4,2024-01-04 09:06:13,11,1.0,13.789618767123287
2,2024-01-04 08:31:31,4,2024-01-04 08:52:10,15,1.0,15.243917869249392
2,2024-01-04 09:49:31,4,2024-01-04 10:00:47,6,1.0,16.026740946745562
1,2024-01-04 09:24:55,4,2024-01-04 09:32:43,12,1.0,22.283169230769232
1,2024-01-04 09:51:51,4,2024-01-04 10:04:14,12,1.0,15.59521938088829
2,2024-01-04 09:17:25,4,2024-01-04 09:23:04,1,1.0,14.526785840707966
2,2024-01-04 09:26:02,4,2024-01-04 09:35:06,5,1.0,15.123062647058823
2,2024-01-04 09:03:28,3,2024-01-04 09:20:18,15,1.0,28.79603215841584
2,2024-01-04 09:47:06,11,2024-01-04 09:56:01,13,1.0,19.925734878504674
2,2024-01-04 09:21:46,4,2024-01-04 09:28:11,12,1.0,22.723044779220782
1,2024-01-04 09:29:17,4,2024-01-04 09:47:51,12,1.0,15.082145062836622
2,2024-01-04 09:35:32,4,2024-01-04 09:48:12,5,1.0,11.358552315789472
1,2024-01-04 09:58:12,4,2024-01-04 10:05:46,5,1.0,17.865800881057265
1,2024-01-04 09:07:26,4,2024-01-04 09:11:48,5,1.0,17.690454961832064
1,2024-01-04 09:30:04,4,2024-01-04 09:39:13,5,1.0,13.71896393442623
1,2024-01-04 09:42:48,5,2024-01-04 09:50:50,12,1.0,13.221963485477179
2,2024-01-04 09:18:30,1,2024-01-04 09:23:15,2,1.0,10.977392842105264
1,2024-01-04 09:58:29,4,2024-01-04 10:06:09,5,1.0,17.63276869565217
2,2024-01-04 09:08:39,4,2024-01-04 09:14:41,5,1.0,19.36542828729282
2,2024-01-04 09:52:01,4,2024-01-04 10:05:56,12,1.0,14.917714491017962
2,2024-01-04 09:18:39,4,2024-01-04 09:22:19,5,1.0,32.91831818181818
2,2024-01-04 09:01:24,12,2024-01-04 09:17:53,15,1.0,30.46192598584429
2,2024-01-04 09:50:32,5,2024-01-04 09:54:19,12,1.0,15.568769339207046
2,2024-01-04 09:00:30,4,2024-01-04 09:12:38,16,1.0,18.701945604395604
2,2024-01-04 09:39:52,15,2024-01-04 09:59:11,11,2.0,13.696746988783437
2,2024-01-04 09:52:51,4,2024-01-04 10:07:27,12,1.0,15.608393424657534
2,2024-01-04 09:42:39,4,2024-01-04 09:58:22,12,1.0,14.683734209968188
1,2024-01-04 09:21:55,5,2024-01-04 09:27:49,4,1.0,19.63940338983051
1,2024-01-04 09:49:58,11,2024-01-04 09:55:57,3,1.0,17.752051253481895
2,2024-01-04 09:13:44,4,2024-01-04 09:22:32,10,1.0,16.349431363636363
2,2024-01-04 09:45:59,5,2024-01-04 09:51:04,12,1.0,16.905984786885245
2,2024-01-04 09:14:19,3,2024-01-04 09:23:14,16,2.0,14.83600912149533
1,2024-01-04 09:21:47,4,2024-01-04 09:28:38,12,1.0,25.37353576642336
2,2024-01-04 09:40:36,4,2024-01-04 09:51:58,0,1.0,16.0556442228739
2,2024-01-04 09:35:03,4,2024-01-04 09:45:24,11,1.0,19.125489855072463
1,2024-01-04 09:12:15,11,2024-01-04 09:15:58,13,1.0,25.98037668161435
2,2024-01-04 09:51:37,4,2024-01-04 10:09:06,13,1.0,14.85686230695901
2,2024-01-04 09:26:52,4,2024-01-04 09:35:03,12,1.0,18.407440814663953
2,2024-01-04 09:03:18,4,2024-01-04 09:09:45,5,1.0,14.970604651162791
2,2024-01-04 09:28:58,4,2024-01-04 09:42:36,13,1.0,19.618995696821518
2,2024-01-04 09:03:59,4,2024-01-04 09:10:49,5,1.0,16.815640390243903
2,2024-01-04 09:15:29,2,2024-01-04 09:22:05,10,1.0,21.506634545454546
1,2024-01-04 09:21:17,11,2024-01-04 09:41:15,1,2.0,14.50824040066778
2,2024-01-04 09:06:21,4,2024-01-04 09:19:50,11,1.0,13.177092904820768
2,2024-01-04 09:49:36,4,2024-01-04 10:01:23,12,1.0,17.782410297029703
2,2024-01-04 08:27:41,4,2024-01-04 08:38:22,5,2.0,12.74416511700468
2,2024-01-04 09:57:33,4,2024-01-04 10:11:44,10,1.0,14.637240423031725
2,2024-01-04 09:36:19,4,2024-01-04 09:41:14,5,1.0,14.336764474576272
2,2024-01-04 10:15:00,14,2024-01-04 10:58:21,5,1.0,14.701237370242215
2,2024-01-04 10:02:50,4,2024-01-04 10:09:30,1,1.0,16.656668999999997
2,2024-01-04 10:03:41,4,2024-01-04 10:10:01,2,1.0,13.569277263157893
2,2024-01-04 10:39:13,4,2024-01-04 10:55:01,12,1.0,12.833977215189876
2,2024-01-04 10:07:57,11,2024-01-04 10:20:00,5,1.0,11.939833692946058
2,2024-01-04 10:51:06,6,2024-01-04 10:55:53,15,1.0,11.506500627177699
2,2024-01-04 10:33:49,4,2024-01-04 10:41:10,3,1.0,16.421836734693876
2,2024-01-04 10:02:27,3,2024-01-04 10:08:18,13,1.0,18.321716923076924
2,2024-01-04 10:14:44,4,2024-01-04 10:23:08,9,1.0,23.910194285714287
2,2024-01-04 10:44:44,4,2024-01-04 10:52:58,11,1.0,18.178374898785428
2,2024-01-04 10:47:51,1,2024-01-04 10:53:29,11,1.0,17.140899408284024
2,2024-01-04 11:00:04,1,2024-01-04 11:07:35,2,1.0,17.72771866962306
1,2024-01-04 10:24:31,5,2024-01-04 10:30:07,4,1.0,20.691514285714284
1,2024-01-04 10:40:35,4,2024-01-04 10:52:29,12,1.0,14.605774789915968
2,2024-01-04 10:03:29,1,2024-01-04 10:07:03,11,2.0,18.95110654205607
2,2024-01-04 10:10:33,1,2024-01-04 10:15:43,2,1.0,16.446416516129034
2,2024-01-04 10:39:58,14,2024-01-04 10:45:18,8,1.0,16.656669
2,2024-01-04 10:05:16,3,2024-01-04 10:17:23,4,1.0,13.069523191196698
2,2024-01-04 10:47:12,4,2024-01-04 11:07:48,13,1.0,14.24969009708738
2,2024-01-04 10:31:30,1,2024-01-04 10:36:26,2,1.0,14.092598918918917
2,2024-01-04 10:37:37,15,2024-01-04 10:48:04,8,2.0,27.628286698564597
2,2024-01-04 10:11:04,4,2024-01-04 10:17:22,1,1.0,13.33453142857143
2,2024-01-04 10:24:32,1,2024-01-04 10:36:13,12,1.0,14.05015805991441
2,2024-01-04 10:43:55,4,2024-01-04 10:54:24,1,2.0,12.710971573926868
2,2024-01-04 10:54:22,2,2024-01-04 11:01:07,1,1.0,17.166293333333332
2,2024-01-04 10:09:57,4,2024-01-04 10:16:18,5,1.0,18.399698267716534
2,2024-01-04 10:41:08,4,2024-01-04 10:59:00,12,1.0,11.943945
2,2024-01-04 10:10:45,10,2024-01-04 10:14:14,6,1.0,14.96917205741627
2,2024-01-04 07:39:18,4,2024-01-04 07:57:35,3,1.0,4.330694329990885
2,2024-01-04 10:33:13,4,2024-01-04 10:39:04,5,1.0,22.94341128205128
2,2024-01-04 10:42:52,5,2024-01-04 10:46:55,4,1.0,16.927872592592593
2,2024-01-04 10:04:22,4,2024-01-04 10:10:31,5,1.0,21.353194146341465
2,2024-01-04 10:46:45,5,2024-01-04 10:51:22,16,1.0,14.850083176895307
2,2024-01-04 10:55:26,5,2024-01-04 11:02:10,4,1.0,20.50713445544554
1,2024-01-04 10:08:56,5,2024-01-04 10:18:43,4,1.0,12.830853833049403
1,2024-01-04 10:39:05,1,2024-01-04 10:52:28,13,1.0,14.429947696139477
2,2024-01-04 10:34:59,4,2024-01-04 10:42:41,11,1.0,10.91007116883117
2,2024-01-04 10:45:47,1,2024-01-04 10:54:25,4,1.0,14.092598918918917
2,2024-01-04 10:53:30,4,2024-01-04 11:21:43,3,1.0,7.289083945658594
2,2024-01-04 10:38:49,4,2024-01-04 10:45:38,5,1.0,16.99840782396088
2,2024-01-04 10:54:55,4,2024-01-04 11:07:54,5,1.0,10.635278973042361
2,2024-01-04 10:13:22,4,2024-01-04 10:20:20,5,1.0,18.988671961722492
2,2024-01-04 10:47:32,4,2024-01-04 11:09:47,5,1.0,6.683281617977528
2,2024-01-04 10:17:31,4,2024-01-04 10:30:04,12,2.0,15.77281434262948
2,2024-01-04 10:52:01,5,2024-01-04 11:06:18,2,2.0,16.5628690781797
2,2024-01-04 10:10:50,4,2024-01-04 10:19:04,2,1.0,15.715498299595144
2,2024-01-04 10:42:25,4,2024-01-04 10:54:25,3,1.0,10.541177
2,2024-01-04 10:01:59,4,2024-01-04 10:14:06,10,1.0,15.221212984869323
2,2024-01-04 09:56:50,3,2024-01-04 10:03:12,13,1.0,16.683210471204188
2,2024-01-04 10:39:55,15,2024-01-04 10:48:52,2,1.0,20.390967150837987
2,2024-01-04 10:40:17,4,2024-01-04 10:46:42,1,1.0,20.01433745454546
2,2024-01-04 10:59:36,4,2024-01-04 11:10:29,5,1.0,13.397200980091885
1,2024-01-04 10:11:33,4,2024-01-04 10:22:26,5,1.0,12.421245941807044
1,2024-01-04 10:29:35,5,2024-01-04 10:38:53,1,1.0,21.803961290322583
1,2024-01-04 10:47:13,4,2024-01-04 10:52:02,1,1.0,22.051856055363324
2,2024-01-04 10:21:59,6,2024-01-04 10:27:45,2,1.0,11.051421502890175
2,2024-01-04 11:39:01,4,2024-01-04 11:50:16,12,1.0,18.96875413333333
2,2024-01-04 11:14:25,1,2024-01-04 11:23:11,2,1.0,19.715944790874527
2,2024-01-04 11:50:12,1,2024-01-04 11:54:00,4,1.0,16.771016842105265
2,2024-01-04 11:10:05,11,2024-01-04 11:26:22,15,1.0,16.485439836233365
2,2024-01-04 11:27:00,4,2024-01-04 11:45:44,9,1.0,13.762434234875444
1,2024-01-04 11:27:49,4,2024-01-04 11:39:51,12,1.0,14.443937950138507
2,2024-01-04 11:10:18,4,2024-01-04 11:19:42,5,1.0,18.79846085106383
2,2024-01-04 11:32:35,4,2024-01-04 11:49:39,10,1.0,11.711720390625
2,2024-01-04 11:54:41,1,2024-01-04 12:00:02,11,1.0,18.951106542056074
2,2024-01-04 11:45:18,1,2024-01-04 11:56:37,3,1.0,17.32114391752577
2,2024-01-04 11:15:54,3,2024-01-04 11:27:49,11,1.0,15.071525370629372
2,2024-01-04 11:28:18,4,2024-01-04 11:43:53,11,1.0,12.206886930481282
2,2024-01-04 11:22:06,1,2024-01-04 11:36:19,15,1.0,20.57993050410316
2,2024-01-04 11:52:03,10,2024-01-04 12:01:50,2,1.0,11.251671822827937
2,2024-01-04 11:33:11,4,2024-01-04 11:46:51,11,1.0,13.070980975609757
2,2024-01-04 11:45:31,5,2024-01-04 11:59:37,3,1.0,3.698057872340426
2,2024-01-04 08:10:38,4,2024-01-04 08:16:16,5,1.0,15.426809467455623
2,2024-01-04 11:25:36,4,2024-01-04 11:38:06,6,1.0,15.604160639999998
2,2024-01-04 11:43:24,6,2024-01-04 11:49:08,2,1.0,15.157737209302326
2,2024-01-04 11:09:15,4,2024-01-04 11:20:19,3,1.0,11.342938554216868
2,2024-01-04 11:51:36,4,2024-01-04 12:05:14,16,1.0,16.29014083129584
2,2024-01-04 11:10:25,4,2024-01-04 11:25:28,12,1.0,14.88505833887043
2,2024-01-04 11:52:25,5,2024-01-04 11:54:14,12,2.0,11.162027889908256
2,2024-01-04 11:12:57,5,2024-01-04 11:17:42,4,1.0,30.492757894736847
1,2024-01-04 11:19:11,11,2024-01-04 11:36:49,5,1.0,8.21402268431002
2,2024-01-04 11:26:33,4,2024-01-04 11:34:04,5,1.0,17.342333481152995
2,2024-01-04 11:27:03,4,2024-01-04 11:37:20,12,1.0,16.7141826904376
2,2024-01-04 11:39:56,4,2024-01-04 11:58:33,15,1.0,16.701404905998213
2,2024-01-04 11:33:43,10,2024-01-04 11:36:48,6,1.0,17.537456432432435
2,2024-01-04 11:49:56,1,2024-01-04 11:57:59,9,1.0,12.954687204968945
2,2024-01-04 10:39:28,4,2024-01-04 10:56:06,12,2.0,13.1198298997996
2,2024-01-04 11:23:45,11,2024-01-04 11:28:57,1,1.0,18.197921538461536
2,2024-01-04 11:24:56,4,2024-01-04 11:36:28,16,1.0,19.005096069364164
2,2024-01-04 12:02:48,4,2024-01-04 12:17:07,9,1.0,15.84984447031432
2,2024-01-04 12:05:13,4,2024-01-04 12:19:15,12,1.0,12.247803705463182
2,2024-01-04 12:37:04,4,2024-01-04 12:50:34,12,1.0,15.950347555555556
2,2024-01-04 12:07:13,1,2024-01-04 12:19:27,9,1.0,14.20779727520436
1,2024-01-04 12:46:18,3,2024-01-04 12:50:24,9,1.0,18.841053658536588
2,2024-01-04 12:43:53,15,2024-01-04 13:01:37,2,1.0,16.17205195488722
2,2024-01-04 12:22:52,5,2024-01-04 12:37:42,1,1.0,9.699437932584269
2,2024-01-04 12:55:51,4,2024-01-04 13:10:09,12,1.0,16.138416503496504
2,2024-01-04 12:27:53,15,2024-01-04 12:49:42,12,1.0,28.01653164247517
2,2024-01-04 12:14:23,1,2024-01-04 12:19:31,4,1.0,17.681839480519482
2,2024-01-04 12:44:16,11,2024-01-04 12:52:51,1,1.0,11.924740660194175
2,2024-01-04 12:17:12,5,2024-01-04 12:30:28,16,1.0,9.24359608040201
1,2024-01-04 12:28:25,4,2024-01-04 12:40:53,5,2.0,10.843681283422457
1,2024-01-04 12:05:41,5,2024-01-04 12:17:55,2,1.0,15.786441416893732
2,2024-01-04 12:22:54,5,2024-01-04 12:27:58,12,1.0,13.340581578947367
2,2024-01-04 12:41:44,4,2024-01-04 12:56:49,3,2.0,14.788145237569061
2,2024-01-04 12:44:54,4,2024-01-04 12:56:36,5,1.0,17.4138841025641
2,2024-01-04 12:37:49,4,2024-01-04 12:47:42,10,1.0,15.045836357504216
2,2024-01-04 12:26:55,4,2024-01-04 12:40:58,12,1.0,10.446392028469752
2,2024-01-04 12:30:53,15,2024-01-04 12:49:17,6,1.0,10.285781739130435
2,2024-01-04 12:44:16,4,2024-01-04 12:54:26,5,1.0,13.391819409836065
2,2024-01-04 12:20:00,12,2024-01-04 12:32:42,4,1.0,12.013026141732283
2,2024-01-04 12:03:14,15,2024-01-04 12:26:30,12,1.0,26.976042979942694
2,2024-01-04 12:56:02,4,2024-01-04 13:07:53,0,1.0,18.334253164556962
2,2024-01-04 12:26:29,4,2024-01-04 12:36:03,5,1.0,13.424250731707318
2,2024-01-04 12:03:41,3,2024-01-04 12:11:09,12,1.0,18.105074999999996
2,2024-01-04 12:05:17,4,2024-01-04 12:21:09,3,1.0,14.179773025210086
2,2024-01-04 12:07:46,1,2024-01-04 12:14:10,2,1.0,16.89807
1,2024-01-04 12:56:12,15,2024-01-04 13:05:08,2,1.0,31.3461
2,2024-01-04 12:47:46,4,2024-01-04 12:56:27,1,1.0,11.78741159309021
2,2024-01-04 12:54:57,4,2024-01-04 13:08:35,11,1.0,15.227740342298288
2,2024-01-04 13:40:26,5,2024-01-04 13:47:27,4,1.0,19.266208076009498
2,2024-01-04 13:20:44,2,2024-01-04 13:27:04,1,1.0,13.416813473684211
2,2024-01-04 13:38:53,3,2024-01-04 13:46:08,16,1.0,13.851422896551725
1,2024-01-04 13:36:49,5,2024-01-04 13:45:22,9,1.0,14.681698245614037
1,2024-01-04 13:57:00,5,2024-01-04 14:06:29,9,1.0,18.32780878734622
2,2024-01-04 13:29:03,5,2024-01-04 13:36:33,16,1.0,11.7159952
2,2024-01-04 13:26:38,11,2024-01-04 13:41:27,5,1.0,11.144091158605175
2,2024-01-04 13:28:37,4,2024-01-04 13:35:11,5,1.0,20.145342335025383
1,2024-01-04 13:06:52,4,2024-01-04 13:24:48,5,1.0,9.153495167286247
2,2024-01-04 13:16:28,11,2024-01-04 13:22:50,10,1.0,18.199865968586384
2,2024-01-04 13:25:57,5,2024-01-04 13:31:50,1,1.0,18.710287138810195
2,2024-01-04 13:15:44,5,2024-01-04 13:31:32,13,1.0,17.356426329113926
1,2024-01-04 13:23:28,1,2024-01-04 13:28:29,4,1.0,11.548752159468437
1,2024-01-04 13:56:27,2,2024-01-04 14:11:06,5,2.0,15.159653242320816
2,2024-01-04 13:15:27,3,2024-01-04 13:21:30,12,1.0,9.576238016528926
2,2024-01-04 13:53:38,4,2024-01-04 13:56:56,5,1.0,19.897294545454546
2,2024-01-04 13:40:20,4,2024-01-04 13:49:08,5,1.0,15.361881818181816
2,2024-01-04 13:39:27,4,2024-01-04 13:47:22,9,1.0,24.516177347368416
2,2024-01-04 13:53:05,5,2024-01-04 14:01:38,16,1.0,12.648847719298248
2,2024-01-04 13:25:49,4,2024-01-04 13:35:01,5,2.0,12.594834782608695
2,2024-01-04 13:56:20,3,2024-01-04 14:04:06,13,1.0,18.649004291845497
2,2024-01-04 13:58:10,4,2024-01-04 14:05:48,1,1.0,12.776332401746725
1,2024-01-04 13:25:15,1,2024-01-04 13:34:14,4,1.0,15.048374025974024
2,2024-01-04 13:54:36,4,2024-01-04 14:03:36,5,1.0,16.415268
2,2024-01-04 12:42:28,4,2024-01-04 12:53:43,12,1.0,15.363832533333335
2,2024-01-04 13:09:46,1,2024-01-04 13:26:58,3,1.0,16.055973488372093
2,2024-01-04 13:15:01,1,2024-01-04 13:20:44,2,1.0,12.837184373177843
2,2024-01-04 13:19:38,10,2024-01-04 13:26:09,15,1.0,18.966339437340153
2,2024-01-04 13:04:06,4,2024-01-04 13:27:03,15,1.0,14.978432418300653
2,2024-01-04 13:25:34,6,2024-01-04 13:50:22,16,1.0,21.336733548387098
2,2024-01-04 12:30:15,4,2024-01-04 12:45:18,12,2.0,10.329717209302325
2,2024-01-04 13:07:01,4,2024-01-04 13:23:56,13,2.0,15.468690679802956
2,2024-01-04 13:40:27,4,2024-01-04 13:52:01,13,1.0,17.364175677233433
2,2024-01-04 13:05:20,4,2024-01-04 13:14:55,12,1.0,15.919871165217392
2,2024-01-04 13:50:33,4,2024-01-04 14:03:57,9,1.0,10.809000000000001
2,2024-01-04 12:39:57,5,2024-01-04 12:48:17,12,1.0,9.61741584
2,2024-01-04 14:27:07,5,2024-01-04 14:44:12,16,1.0,5.2566539707317075
2,2024-01-04 14:55:33,11,2024-01-04 14:58:09,0,1.0,23.768713846153847
1,2024-01-04 14:26:31,5,2024-01-04 14:45:48,16,1.0,11.01639827139153
2,2024-01-04 14:15:31,0,2024-01-04 14:20:43,1,3.0,14.112673846153847
2,2024-01-04 14:09:44,4,2024-01-04 14:23:52,16,1.0,16.397049056603773
1,2024-01-04 14:52:50,4,2024-01-04 15:00:52,5,1.0,13.221963485477179
2,2024-01-04 14:05:59,4,2024-01-04 14:23:51,14,1.0,26.428005
2,2024-01-04 14:15:49,15,2024-01-04 14:25:26,6,2.0,12.149540797227036
2,2024-01-04 14:56:19,15,2024-01-04 15:08:50,4,1.0,32.786820239680424
1,2024-01-04 14:53:34,3,2024-01-04 15:03:16,16,1.0,12.941084536082474
2,2024-01-04 14:30:17,5,2024-01-04 14:42:16,12,1.0,9.830627649513213
2,2024-01-04 15:01:56,5,2024-01-04 15:10:33,1,1.0,13.223358452611219
2,2024-01-04 14:33:49,5,2024-01-04 14:40:47,12,1.0,5.405534354066986
2,2024-01-04 13:32:11,4,2024-01-04 13:48:19,12,1.0,9.755792479338842
2,2024-01-04 14:36:25,1,2024-01-04 14:48:31,5,1.0,5.1871289256198345
2,2024-01-04 15:03:33,5,2024-01-04 15:19:28,11,1.0,10.73792092146597
2,2024-01-04 14:29:23,5,2024-01-04 14:35:13,4,1.0,23.340028114285715
2,2024-01-04 14:57:12,4,2024-01-04 15:15:35,9,1.0,12.028466872166819
1,2024-01-04 14:37:14,1,2024-01-04 14:48:20,5,1.0,14.78852972972973
2,2024-01-04 14:08:10,5,2024-01-04 14:16:40,13,1.0,17.267271529411765
2,2024-01-04 14:06:03,4,2024-01-04 14:16:28,5,1.0,12.421529856000001
2,2024-01-04 14:03:25,5,2024-01-04 14:08:39,13,2.0,20.849665987261144
2,2024-01-04 13:58:47,0,2024-01-04 14:04:10,1,1.0,13.093948978328175
2,2024-01-04 14:02:50,5,2024-01-04 14:06:44,4,1.0,25.74944
2,2024-01-04 14:25:51,4,2024-01-04 14:35:48,5,1.0,11.742521005025125
2,2024-01-04 14:59:03,5,2024-01-04 15:04:07,13,1.0,18.86739394736842
2,2024-01-04 14:03:42,5,2024-01-04 14:10:51,12,1.0,19.447129510489507
2,2024-01-04 14:44:05,4,2024-01-04 14:51:40,5,1.0,15.152555076923077
2,2024-01-04 14:09:37,4,2024-01-04 14:29:24,9,1.0,10.591545139005897
2,2024-01-04 14:08:58,4,2024-01-04 14:22:09,12,1.0,11.352866245259166
1,2024-01-04 14:20:05,5,2024-01-04 14:32:32,13,1.0,14.736125301204819
1,2024-01-04 14:49:21,3,2024-01-04 15:03:23,2,1.0,16.51389263657957
2,2024-01-04 14:52:11,1,2024-01-04 14:59:19,2,1.0,16.514535700934577
2,2024-01-04 13:34:25,5,2024-01-04 13:40:51,4,2.0,18.761735751295337
2,2024-01-04 14:09:09,4,2024-01-04 14:26:23,12,1.0,12.214797214700194
2,2024-01-04 14:09:45,4,2024-01-04 14:28:23,12,1.0,12.022547119856888
2,2024-01-04 14:25:01,4,2024-01-04 14:38:44,12,1.0,13.02333462940462
2,2024-01-04 14:16:39,3,2024-01-04 14:31:30,12,1.0,12.679648484848485
2,2024-01-04 14:44:38,5,2024-01-04 14:47:11,9,1.0,31.808131764705877
2,2024-01-04 13:19:45,5,2024-01-04 13:34:48,11,1.0,14.500099933554816
2,2024-01-04 16:04:55,4,2024-01-04 16:19:51,2,1.0,12.608891517857144
2,2024-01-04 15:29:42,11,2024-01-04 15:38:09,13,1.0,15.426809467455621
2,2024-01-04 15:48:48,11,2024-01-04 15:54:13,10,1.0,19.074392861538463
2,2024-01-04 15:05:05,3,2024-01-04 15:15:25,13,1.0,12.615149032258065
1,2024-01-04 15:25:36,2,2024-01-04 15:36:10,6,1.0,10.052029022082019
1,2024-01-04 15:10:54,4,2024-01-04 15:26:02,6,1.0,12.761286343612333
2,2024-01-04 15:13:54,4,2024-01-04 15:23:02,5,1.0,11.523814160583942
2,2024-01-04 15:30:26,5,2024-01-04 15:36:46,4,1.0,17.228408210526315
2,2024-01-04 15:14:23,1,2024-01-04 15:23:26,9,1.0,17.284845082872927
2,2024-01-04 15:08:40,1,2024-01-04 15:12:17,2,1.0,19.757058801843318
2,2024-01-04 15:29:45,5,2024-01-04 15:38:55,16,1.0,11.376570763636362
2,2024-01-04 15:17:03,0,2024-01-04 15:27:06,13,1.0,14.8924
2,2024-01-04 15:48:59,11,2024-01-04 16:06:06,15,1.0,18.165013904576437
2,2024-01-04 15:07:46,11,2024-01-04 15:24:15,6,1.0,15.055221112234582
2,2024-01-04 15:42:54,11,2024-01-04 15:55:45,3,1.0,11.87279626459144
2,2024-01-04 15:19:54,3,2024-01-04 15:29:41,13,1.0,11.44906957410562
2,2024-01-04 15:51:37,3,2024-01-04 15:55:40,13,1.0,18.83523851851852
1,2024-01-04 15:04:18,1,2024-01-04 15:09:13,4,1.0,17.67546305084746
1,2024-01-04 15:57:14,4,2024-01-04 16:07:45,1,1.0,14.690647226624407
1,2024-01-04 15:58:47,5,2024-01-04 16:03:17,12,1.0,19.31208
2,2024-01-04 15:06:16,0,2024-01-04 15:15:08,5,1.0,15.355281654135338
2,2024-01-04 15:04:39,15,2024-01-04 15:19:44,11,1.0,15.940468243093926
2,2024-01-04 15:04:58,5,2024-01-04 15:12:56,4,1.0,15.271895899581589
2,2024-01-04 15:18:36,5,2024-01-04 15:52:06,13,2.0,5.534208
2,2024-01-04 15:59:41,11,2024-01-04 16:08:42,13,1.0,13.172195046210721
2,2024-01-04 15:21:55,5,2024-01-04 15:40:38,10,1.0,14.084232876224398
2,2024-01-04 15:16:25,5,2024-01-04 15:25:03,4,2.0,15.099213127413126
2,2024-01-04 15:26:36,4,2024-01-04 15:45:41,0,2.0,12.447436716157206
2,2024-01-04 15:10:54,4,2024-01-04 15:33:27,13,1.0,11.218991042128602
2,2024-01-04 15:33:00,5,2024-01-04 15:37:42,12,1.0,15.819469787234041
2,2024-01-04 15:39:52,4,2024-01-04 15:53:00,3,1.0,15.513384060913705
2,2024-01-04 14:57:34,5,2024-01-04 15:09:29,0,1.0,14.342258013986015
2,2024-01-04 15:08:59,4,2024-01-04 15:21:44,11,1.0,12.723252705882352
2,2024-01-04 15:52:02,4,2024-01-04 16:06:48,12,1.0,14.77831855530474
2,2024-01-04 14:52:52,4,2024-01-04 15:07:02,12,1.0,14.51814014117647
2,2024-01-04 15:29:36,4,2024-01-04 15:46:58,9,1.0,14.067052514395392
2,2024-01-04 15:55:06,0,2024-01-04 16:05:19,15,1.0,22.30497983686786
2,2024-01-04 15:25:26,4,2024-01-04 15:39:25,6,1.0,12.636867604290822
2,2024-01-04 15:10:28,11,2024-01-04 15:14:40,10,1.0,21.841042857142853
2,2024-01-04 15:03:33,5,2024-01-04 15:10:22,13,1.0,15.298567041564793
2,2024-01-04 15:28:41,5,2024-01-04 15:37:57,4,1.0,14.588261870503596
2,2024-01-04 15:49:52,1,2024-01-04 16:03:40,13,1.0,13.36451913043478
2,2024-01-04 15:43:19,5,2024-01-04 15:50:24,4,1.0,18.40327623529412
2,2024-01-04 15:39:48,11,2024-01-04 15:50:20,13,1.0,5.958632278481013
2,2024-01-04 16:01:25,0,2024-01-04 16:08:18,6,1.0,22.865876803874087
1,2024-01-04 15:28:45,4,2024-01-04 15:47:23,9,1.0,12.955330948121647
1,2024-01-04 15:53:31,11,2024-01-04 16:00:02,0,1.0,11.853962148337597
2,2024-01-04 15:46:42,11,2024-01-04 16:06:39,4,1.0,8.37340812030075
1,2024-01-04 15:19:55,15,2024-01-04 15:35:00,11,1.0,18.565203977900552
2,2024-01-04 16:31:26,5,2024-01-04 16:40:36,4,1.0,14.010036218181819
2,2024-01-04 16:00:33,1,2024-01-04 16:19:46,13,1.0,14.170008395490026
2,2024-01-04 16:46:30,3,2024-01-04 16:53:51,9,1.0,13.662968163265308
2,2024-01-04 16:11:47,3,2024-01-04 16:15:42,12,1.0,17.997214978723402
2,2024-01-04 16:23:01,5,2024-01-04 16:37:26,4,1.0,9.309985387283236
2,2024-01-04 16:12:26,11,2024-01-04 16:27:05,9,1.0,9.227615017064844
2,2024-01-04 16:39:06,11,2024-01-04 16:48:01,6,1.0,19.16769061682243
2,2024-01-04 16:38:44,1,2024-01-04 16:54:28,13,2.0,11.783642033898303
